Gene	Category	Number of Datasets Detected In	Percent of Datasets Detected in 	All Average TPM 	Tau	NZ Average TPM	NZ Minimum TPM	NZ Standard Deviation 	Highest Maximum TPM	Highest Dataset with Maximum TPM	Highest Median of that Dataset	Highest Difference Between Gene Maximum and Dataset Median
AT5G01250	Canonical	4684	82.57	7.909	0.7648	9.579	0.0186	18.8917	212.2229	SRR5238816	0.1146	212.1083
AT5G01260	Canonical	5670	99.95	16.4158	0.5103	16.4245	0.0528	11.6145	236.8342	SRR3453113	6.7433	230.0909
AT5G01270	Canonical	5673	100	16.7375	0.417	16.7375	0.0662	8.3352	114.9211	SRR5448377	4.7432	110.178
AT5G01280	Canonical	2956	52.11	0.9114	0.9094	1.749	0.0056	3.48	62.3473	SRR4024922	1.939	60.4083
AT5G01290	Canonical	5672	99.98	14.0053	0.3765	14.0078	0.0896	6.0481	66.2772	SRR5239991	3.9493	62.3279
AT5G01300	Canonical	4972	87.64	28.4791	0.885	32.4944	0.0198	232.0352	4254.5557	SRR5227394	0.625	4253.9307
AT5G01305	Unobserved	2538	44.74	0.9606	0.9355	2.1471	0.018	7.2695	151.4459	SRR2828724	2.3682	149.0777
AT5G01310	Canonical	5671	99.96	7.194	0.4911	7.1966	0.1469	3.3041	53.0673	ERR1698198	6.0933	46.974
AT5G01320	Canonical	4904	86.44	1.0091	0.8763	1.1673	0.0085	2.8054	53.7695	SRR1781601	7.4618	46.3077
AT5G01330	Canonical	4374	77.1	3.202	0.8616	4.153	0.0066	11.3327	206.6981	SRR5448380	3.7449	202.9532
AT5G01340	Canonical	5667	99.89	20.5218	0.4881	20.5435	0.0827	17.3846	213.4088	SRR5452966	3.9468	209.462
AT5G01350	Canonical	5673	100	92.8633	0.3693	92.8633	2.0839	71.273	960.7279	SRR2088866	5.2428	955.4851
AT5G01360	Canonical	5361	94.5	4.258	0.8285	4.5058	0.0142	17.413	700.5009	SRR3664390	3.4398	697.0611
AT5G01370	Canonical	5632	99.28	10.6723	0.5703	10.75	0.0102	11.9845	133.9404	ERR1698206	8.0033	125.9372
AT5G01380	Canonical	4956	87.36	4.6697	0.8682	5.3453	0.0105	22.91	478.9618	SRR2088868	4.6468	474.315
AT5G01390	Canonical	5672	99.98	15.5386	0.3884	15.5413	0.1393	7.7594	80.9461	SRR3286447	6.1439	74.8022
AT5G01400	Canonical	5673	100	11.0649	0.4095	11.0649	0.0405	5.329	56.2085	SRR1773565	10.6749	45.5336
AT5G01410	Canonical	5673	100	216.0047	0.309	216.0047	1.644	148.4855	1741.6603	SRR5755226	4.8087	1736.8516
AT5G01420	Unobserved	5290	93.25	2.7314	0.7733	2.9292	0.0093	3.9281	86.7688	SRR5480330	1.6657	85.1032
AT5G01430	Other	5672	99.98	16.6835	0.437	16.6864	0.0477	8.4542	132.6203	SRR1231506	1.6647	130.9556
AT5G01440	Unobserved	278	4.9	0.0719	0.9911	1.4668	0.011	3.0724	20.22	ERR1588951	7.8735	12.3465
AT5G01445	Canonical	5501	96.97	5.4643	0.6453	5.6351	0.0764	6.5337	90.9779	SRR5227405	1.3609	89.617
AT5G01450	Canonical	5673	100	12.6074	0.4175	12.6074	0.4492	6.6252	72.1034	SRR5238815	0.0487	72.0547
AT5G01460	Canonical	5673	100	27.2121	0.3284	27.2121	0.6146	12.6365	122.1377	SRR5448376	7.7138	114.4238
AT5G01470	Canonical	5671	99.96	10.3688	0.4987	10.3724	0.1196	5.8098	102.1694	ERR1698199	6.792	95.3774
AT5G01480	Unobserved	5597	98.66	1.1213	0.8237	1.1366	0.0177	1.1228	45.6559	ERR1698198	6.0933	39.5626
AT5G01490	Other	3748	66.07	2.1984	0.8638	3.3275	0.0066	6.6448	114.5575	SRR3664416	4.1458	110.4117
AT5G01500	Canonical	5673	100	18.5473	0.4163	18.5473	0.2021	11.3629	119.972	SRR5826951	6.2194	113.7526
AT5G01510	Canonical	5667	99.89	5.5318	0.5717	5.5376	0.0074	3.0516	63.1876	ERR1698201	8.6453	54.5423
AT5G01520	Other	5658	99.74	17.565	0.6079	17.6116	0.0264	26.0789	435.9838	SRR2086167	5.125	430.8588
AT5G01530	Canonical	5672	99.98	2622.2672	0.2261	2622.7295	0.9396	1971.7419	10042.0535	ERR1025442	4.7663	10037.2872
AT5G01540	Canonical	5635	99.33	12.9692	0.695	13.0567	0.0099	34.3173	487.4138	SRR4048242	6.1312	481.2826
AT5G01550	Canonical	4852	85.53	4.4704	0.8706	5.2268	0.0119	26.5123	874.8513	SRR3664418	4.3165	870.5347
AT5G01560	Canonical	5673	100	14.1163	0.5142	14.1163	0.1169	8.2377	212.9369	SRR3664418	4.3165	208.6204
AT5G01570	Unobserved	5577	98.31	1.8794	0.8072	1.9117	0.0165	2.8165	90.9288	DRR016127	4.4409	86.4879
AT5G01580	Unobserved	5634	99.31	4.6592	0.7077	4.6914	0.0513	7.4198	114.0008	ERR1698194	6.2788	107.722
AT5G01590	Canonical	5672	99.98	80.9532	0.2775	80.9674	0.1023	50.137	309.8132	SRR3581838	6.3894	303.4238
AT5G01600	Canonical	5673	100	231.9542	0.3913	231.9542	0.5986	273.8436	3411.9617	SRR5167802	1.8288	3410.1328
AT5G01610	Canonical	5624	99.14	12.2819	0.6492	12.3889	0.0213	18.2373	403.1399	SRR3581852	0.7188	402.4211
AT5G01620	Canonical	5661	99.79	13.8211	0.4661	13.8504	0.0217	9.7342	104.9376	SRR3311808	5.0682	99.8694
AT5G01630	Canonical	5662	99.81	3.9542	0.7417	3.9618	0.0082	4.8997	182.6715	SRR3664390	3.4398	179.2317
AT5G01640	Canonical	5612	98.92	7.5998	0.7814	7.6824	0.0186	32.1413	1364.9177	SRR3667129	2.7735	1362.1442
AT5G01650	Canonical	5673	100	64.0718	0.3602	64.0718	1.1422	40.7804	512.3527	SRR5755224	4.5298	507.8228
AT5G01660	Canonical	5621	99.08	1.7959	0.8314	1.8125	0.0092	3.8637	106.0527	SRR2828722	0.852	105.2007
AT5G01670	Canonical	5670	99.95	37.448	0.6857	37.4678	0.2835	231.99	3695.2723	ERR1649609	0.6929	3694.5794
AT5G01680	Other	1762	31.06	0.2185	0.9778	0.7036	0.0052	3.0051	38.7017	DRR090541	1.0969	37.6048
AT5G01690	Canonical	1234	21.75	0.2405	0.9893	1.1057	0.0039	7.1257	149.8605	SRR3581852	0.7188	149.1416
AT5G01700	Canonical	5656	99.7	3.4885	0.7664	3.499	0.0215	6.4418	139.602	SRR3581852	0.7188	138.8831
AT5G01710	Canonical	5673	100	78.134	0.3264	78.134	0.6835	45.6745	523.149	SRR1964995	3.7605	519.3885
AT5G01720	Unobserved	5673	100	23.0632	0.4494	23.0632	0.2141	17.8019	216.5184	SRR2828725	1.4168	215.1016
AT5G01730	Canonical	5672	99.98	8.5589	0.6565	8.5604	0.042	10.1634	388.2793	SRR3664390	3.4398	384.8395
AT5G01740	Other	5382	94.87	16.4077	0.6948	17.2949	0.0241	35.7774	634.7486	SRR5363194	2.6517	632.0969
AT5G01750	Canonical	5672	99.98	215.8649	0.352	215.903	0.4869	144.9427	2691.2655	SRR3664372	4.6628	2686.6027
AT5G01760	Canonical	5197	91.61	0.8735	0.897	0.9535	0.0105	2.8006	60.1161	SRR3581697	10.367	49.749
AT5G01770	Canonical	5673	100	4.6274	0.5675	4.6274	0.0126	3.2093	38.7742	ERR1698195	8.9484	29.8257
AT5G01780	Canonical	5667	99.89	15.651	0.4988	15.6676	0.1058	8.6937	210.3214	SRR1231506	1.6647	208.6567
AT5G01790	Canonical	5599	98.7	16.8619	0.5951	17.0847	0.02	20.6165	398.7846	SRR5229954	5.0967	393.6879
AT5G01800	Canonical	5673	100	72.7131	0.3567	72.7131	0.4594	49.9651	577.4343	SRR2131893	4.4654	572.9689
AT5G01810	Other	5672	99.98	68.2902	0.428	68.3022	0.4212	67.1139	922.5818	SRR3464938	8.8012	913.7806
AT5G01820	Canonical	5673	100	66.0449	0.4849	66.0449	0.5905	71.8233	1684.7011	SRR2079784	1.8452	1682.8559
AT5G01830	Canonical	5656	99.7	10.9269	0.6404	10.9598	0.0177	17.2619	290.657	ERR1698198	6.0933	284.5637
AT5G01840	Canonical	5615	98.98	10.2847	0.6343	10.3909	0.019	12.8125	262.428	SRR3714289	3.4405	258.9876
AT5G01850	Canonical	5663	99.82	13.6747	0.5068	13.6989	0.0129	12.6005	136.6101	SRR4175405	4.3955	132.2145
AT5G01860	Other	763	13.45	0.0644	0.9845	0.4786	0.019	1.0606	13.8502	SRR5229948	8.1855	5.6647
AT5G01870	Canonical	4811	84.81	56.9568	0.6511	67.1619	0.0197	127.193	2625.208	SRR5820083	9.7071	2615.5009
AT5G01880	Other	5623	99.12	7.7807	0.6257	7.8499	0.027	9.361	126.4478	SRR2828722	0.852	125.5958
AT5G01881	Unobserved	1506	26.55	0.1549	0.9497	0.5835	0.0216	0.6721	7.3383	ERR1588960	5.4442	1.8941
AT5G01890	Canonical	5667	99.89	17.7943	0.6081	17.8131	0.0285	25.0276	686.54	SRR3664396	4.8591	681.681
AT5G01900	Canonical	3849	67.85	3.5809	0.9067	5.2778	0.0105	25.0068	561.4709	SRR4175412	5.1392	556.3317
AT5G01910	Canonical	5507	97.07	10.7174	0.6316	11.0405	0.0108	15.9939	179.5128	ERR1698194	6.2788	173.234
AT5G01920	Canonical	5672	99.98	67.5621	0.3093	67.574	0.9942	40.8717	307.4294	SRR3724787	2.7272	304.7022
AT5G01930	Canonical	5673	100	25.8928	0.5851	25.8928	0.0827	34.4609	1718.3181	SRR3664390	3.4398	1714.8783
AT5G01940	Canonical	5657	99.72	3.9516	0.5661	3.9628	0.047	2.8662	27.2811	SRR5755227	4.6231	22.6581
AT5G01950	Canonical	5671	99.96	15.6295	0.4962	15.635	0.1159	12.0863	181.7043	SRR1231506	1.6647	180.0396
AT5G01960	Canonical	5673	100	34.3833	0.2874	34.3833	0.7087	14.6566	128.541	ERR1698200	9.2014	119.3396
AT5G01970	Canonical	5668	99.91	14.3178	0.4134	14.3304	0.0253	9.3582	75.3169	ERR1698203	5.5134	69.8035
AT5G01980	Canonical	5673	100	22.0516	0.4223	22.0516	0.1486	10.4792	193.8003	ERR1698199	6.792	187.0083
AT5G01990	Canonical	5665	99.86	11.4785	0.502	11.4947	0.0385	7.8987	113.7422	SRR4051246	6.258	107.4843
AT5G02000	Unobserved	2280	40.19	1.1521	0.9305	2.8665	0.0234	7.6163	143.9409	SRR3664374	3.3821	140.5588
AT5G02010	Canonical	5669	99.93	10.369	0.5919	10.3763	0.0655	8.0562	265.8206	SRR3664389	3.384	262.4366
AT5G02020	Canonical	5661	99.79	26.5277	0.6695	26.5839	0.0705	66.8589	1099.6175	SRR5167803	1.1211	1098.4964
AT5G02030	Canonical	5659	99.75	11.0334	0.6134	11.0607	0.0295	14.8915	220.5754	SRR1231505	4.134	216.4414
AT5G02040	Canonical	5673	100	21.3318	0.4015	21.3318	0.1121	11.8072	143.78	SRR3664435	4.0543	139.7257
AT5G02050	Canonical	5669	99.93	76.576	0.4341	76.6301	0.1976	74.9158	1149.5171	SRR3664425	4.6654	1144.8517
AT5G02060	Unobserved	5662	99.81	4.1232	0.693	4.1312	0.0373	3.807	130.0248	SRR2828722	0.852	129.1728
AT5G02065	Unobserved	2674	47.14	0.0723	0.9616	0.1535	0.007	0.2531	3.8178	ERR1698197	7.068	-3.2502
AT5G02080	Other	5658	99.74	3.9028	0.5668	3.9132	0.03	2.8026	27.359	SRR5448377	4.7432	22.6158
AT5G02090	Other	5336	94.06	18.344	0.6902	19.5026	0.026	38.9214	701.9073	SRR5238815	0.0487	701.8586
AT5G02100	Canonical	5667	99.89	18.3619	0.4875	18.3814	0.0402	17.1332	161.5459	SRR5238816	0.1146	161.4313
AT5G02110	Canonical	3341	58.89	2.7371	0.9786	4.6477	0.007	157.4095	9059.588	SRR5479136	0.2168	9059.3711
AT5G02120	Canonical	5637	99.37	193.3876	0.3759	194.6226	0.0668	164.3344	1660.4254	SRR4113408	5.7836	1654.6418
AT5G02130	Canonical	5671	99.96	9.5994	0.5145	9.6028	0.0385	4.6426	106.7168	ERR1698204	4.7257	101.9911
AT5G02140	Canonical	5125	90.34	2.6505	0.8314	2.9339	0.0179	5.9739	262.6126	SRR3664392	6.4412	256.1715
AT5G02150	Other	5668	99.91	15.6805	0.4205	15.6944	0.0741	10.5167	95.2314	SRR3724798	4.0359	91.1955
AT5G02160	Canonical	5669	99.93	411.1081	0.3744	411.3982	0.0983	421.7133	4258.9182	SRR1947771	2.5877	4256.3305
AT5G02170	Canonical	5451	96.09	3.3155	0.8362	3.4506	0.0089	9.0184	298.4447	SRR5448377	4.7432	293.7015
AT5G02180	Canonical	5570	98.18	9.442	0.5715	9.6166	0.0172	10.1819	86.8296	SRR5469578	4.4898	82.3398
AT5G02190	Canonical	5635	99.33	8.6267	0.6935	8.6849	0.0307	15.3889	299.7107	SRR2828731	0.3128	299.3978
AT5G02200	Unobserved	5464	96.32	5.9896	0.7095	6.2187	0.0197	10.4548	119.1425	SRR1917169	8.2152	110.9274
AT5G02210	Unobserved	3551	62.59	0.6647	0.9101	1.0618	0.028	2.2035	46.5101	ERR1698200	9.2014	37.3087
AT5G02220	Canonical	5392	95.05	4.3816	0.7385	4.61	0.0348	6.7881	128.0351	SRR5480328	1.237	126.7981
AT5G02230	Canonical	5658	99.74	31.398	0.5712	31.4813	0.0423	48.9593	994.1779	SRR3664377	2.7853	991.3926
AT5G02240	Canonical	5673	100	166.1173	0.286	166.1173	1.2424	108.3913	917.2411	SRR2927332	4.7998	912.4413
AT5G02250	Canonical	5673	100	17.6856	0.3672	17.6856	0.0235	8.1238	85.5711	ERR1698203	5.5134	80.0577
AT5G02260	Canonical	5656	99.7	37.1469	0.6559	37.2586	0.0174	101.635	2401.9709	SRR5452974	2.8935	2399.0774
AT5G02270	Canonical	5673	100	41.22	0.5354	41.22	0.053	64.3801	1022.6115	SRR3290790	4.814	1017.7975
AT5G02280	Canonical	5672	99.98	24.9885	0.368	24.9929	0.0926	15.6157	131.7646	SRR3664374	3.3821	128.3824
AT5G02290	Canonical	5673	100	34.1806	0.5127	34.1806	0.1279	32.936	918.7834	SRR3664418	4.3165	914.4669
AT5G02310	Canonical	5673	100	22.2179	0.4495	22.2179	0.0058	14.0762	228.9633	SRR1773565	10.6749	218.2884
AT5G02320	Canonical	5672	99.98	3.6462	0.5863	3.6468	0.0192	2.5492	29.0208	SRR3286447	6.1439	22.8768
AT5G02330	Unobserved	3394	59.83	0.2685	0.946	0.4488	0.0065	1.0042	25.1159	SRR4024922	1.939	23.1769
AT5G02340	Unobserved	824	14.52	0.0662	0.9822	0.456	0.0117	0.8674	10.5597	SRR5044977	9.036	1.5237
AT5G02350	Unobserved	3663	64.57	3.1407	0.8771	4.8641	0.0058	11.2728	250.9052	SRR4024922	1.939	248.9662
AT5G02360	Other	3005	52.97	3.568	0.8425	6.7358	0.0074	11.1364	107.2438	SRR5448379	4.1894	103.0544
AT5G02370	Canonical	5649	99.58	8.293	0.5968	8.3282	0.0252	8.7056	104.9879	SRR5220590	6.8205	98.1674
AT5G02380	Canonical	5673	100	2664.524	0.2982	2664.524	2.9837	2178.0233	51058.0162	SRR2073176	4.7297	51053.2865
AT5G02390	Canonical	4812	84.82	0.4006	0.926	0.4723	0.0067	1.1207	27.7797	SRR5238815	0.0487	27.731
AT5G02400	Canonical	5517	97.25	4.6974	0.7197	4.8302	0.0074	8.0934	88.2347	SRR5238815	0.0487	88.186
AT5G02410	Other	5667	99.89	9.7724	0.4529	9.7827	0.0403	5.2871	59.3286	ERR1698194	6.2788	53.0498
AT5G02420	Unobserved	5597	98.66	12.6614	0.6478	12.8333	0.0547	19.9104	249.4117	SRR3664391	1.8349	247.5768
AT5G02430	Canonical	5647	99.54	4.1752	0.6737	4.1944	0.0107	4.175	81.4854	SRR3581852	0.7188	80.7666
AT5G02440	Unobserved	5615	98.98	6.6215	0.6473	6.6899	0.0108	7.885	114.9186	SRR2131893	4.4654	110.4533
AT5G02450	Canonical	5673	100	268.1264	0.3109	268.1264	0.1456	214.4204	2253.4197	SRR5480328	1.237	2252.1827
AT5G02460	Canonical	5626	99.17	4.6701	0.7326	4.7091	0.0358	6.8923	359.3496	SRR3664394	6.4488	352.9009
AT5G02470	Canonical	5670	99.95	9.0058	0.4771	9.0105	0.0438	4.8706	65.8592	ERR1698209	6.5967	59.2625
AT5G02480	Canonical	5672	99.98	113.366	0.2852	113.386	0.1124	70.454	576.7557	SRR5112410	9.839	566.9167
AT5G02490	Canonical	5671	99.96	67.9398	0.6015	67.9638	0.0189	204.4701	4292.5694	SRR1793508	5.5307	4287.0387
AT5G02500	Canonical	5673	100	1699.6824	0.1943	1699.6824	30.5154	939.4769	8479.0743	SRR2033950	1.6334	8477.4408
AT5G02502	Unobserved	5666	99.88	31.097	0.4493	31.1354	0.067	24.7621	336.3308	SRR2073145	2.7278	333.6031
AT5G02510	Unobserved	4180	73.68	0.348	0.8855	0.4724	0.0106	0.6658	7.2738	SRR5469574	5.8469	1.427
AT5G02520	Canonical	5645	99.51	3.2745	0.7615	3.2908	0.0212	5.049	164.995	ERR1698207	7.4333	157.5617
AT5G02530	Canonical	5673	100	85.2259	0.3759	85.2259	0.9224	55.8497	947.4122	SRR5755227	4.6231	942.7892
AT5G02540	Canonical	5598	98.68	13.0432	0.7029	13.2179	0.0167	33.6451	596.2037	SRR3480192	3.2347	592.9689
AT5G02550	Canonical	5574	98.25	25.5495	0.6633	26.0033	0.0311	64.2759	2373.8824	SRR2828722	0.852	2373.0305
AT5G02560	Canonical	5669	99.93	12.4003	0.5514	12.4091	0.0376	9.2968	215.9909	SRR2828722	0.852	215.139
AT5G02580	Unobserved	5024	88.56	11.6156	0.7631	13.1161	0.0361	31.316	751.2522	SRR5227408	2.4938	748.7584
AT5G02590	Canonical	5672	99.98	27.0107	0.422	27.0155	0.3065	19.9771	223.3204	SRR5239992	6.7652	216.5552
AT5G02600	Canonical	5637	99.37	12.2105	0.6883	12.2885	0.0237	26.3242	1296.4561	SRR5167803	1.1211	1295.335
AT5G02610	Canonical	5672	99.98	128.1608	0.3481	128.1834	1.4682	98.6194	1201.3867	SRR5227409	2.9352	1198.4516
AT5G02620	Canonical	5673	100	23.17	0.3428	23.17	0.0464	12.6631	101.4504	SRR5197927	6.1119	95.3385
AT5G02630	Canonical	5655	99.68	8.5485	0.4759	8.5757	0.0801	6.0408	50.6324	SRR4048227	5.4994	45.133
AT5G02640	Unobserved	5433	95.77	5.0088	0.7492	5.2301	0.0318	10.0606	187.7461	SRR3664391	1.8349	185.9113
AT5G02650	Unobserved	5665	99.86	7.4243	0.5433	7.4348	0.0533	4.5121	80.3901	ERR1698194	6.2788	74.1113
AT5G02660	Unobserved	1065	18.77	0.091	0.9884	0.4847	0.0096	1.9812	31.8774	SRR1791616	10.9004	20.977
AT5G02670	Unobserved	5602	98.75	9.2081	0.5964	9.3248	0.0262	8.2542	175.4143	ERR1698206	8.0033	167.411
AT5G02680	Unobserved	5663	99.82	7.6547	0.5613	7.6682	0.0078	5.3101	92.6371	ERR1698200	9.2014	83.4357
AT5G02700	Unobserved	821	14.47	0.023	0.9908	0.1588	0.007	0.3419	6.092	SRR3463462	7.8994	-1.8073
AT5G02710	Canonical	5642	99.45	15.7823	0.3917	15.869	0.0239	9.8694	67.0485	SRR5344033	5.9932	61.0552
AT5G02720	Canonical	576	10.15	0.0301	0.995	0.2969	0.0087	1.3901	24.7694	SRR5514391	6.7977	17.9717
AT5G02730	Other	1230	21.68	0.1168	0.9883	0.5385	0.0184	4.7654	163.493	SRR5479136	0.2168	163.2762
AT5G02740	Canonical	5672	99.98	29.5098	0.3506	29.515	0.1428	19.4713	148.3961	ERR1588845	6.0009	142.3952
AT5G02750	Unobserved	5597	98.66	6.0136	0.7375	6.0953	0.0211	10.6631	375.4325	DRR090541	1.0969	374.3357
AT5G02760	Canonical	5634	99.31	33.7473	0.5909	33.9809	0.0293	55.2478	644.18	SRR3290798	3.7931	640.3869
AT5G02770	Canonical	5673	100	139.9436	0.4074	139.9436	1.3396	111.1688	3201.5117	SRR2828722	0.852	3200.6598
AT5G02780	Canonical	4668	82.28	9.4103	0.7965	11.4364	0.0125	23.9937	539.0948	SRR4381923	10.8426	528.2522
AT5G02790	Canonical	5671	99.96	122.6019	0.2834	122.6452	0.1476	78.8776	545.7945	SRR3371291	4.7967	540.9977
AT5G02800	Canonical	5673	100	22.1775	0.3141	22.1775	0.1031	10.8795	81.7099	ERR1698197	7.068	74.6419
AT5G02810	Canonical	5672	99.98	58.1802	0.41	58.1905	0.0121	49.9479	520.8784	ERR1698199	6.792	514.0864
AT5G02820	Canonical	5669	99.93	21.2142	0.4862	21.2292	0.0661	16.2025	265.8708	SRR5755226	4.8087	261.0621
AT5G02830	Canonical	5668	99.91	22.1289	0.3926	22.1484	0.087	17.24	104.6663	SRR3383783	4.5201	100.1462
AT5G02840	Canonical	5673	100	51.2664	0.4161	51.2664	1.2937	54.391	509.9818	SRR4113409	5.9285	504.0533
AT5G02850	Canonical	5673	100	22.1719	0.4398	22.1719	0.3151	11.845	218.2296	SRR3714293	3.1278	215.1018
AT5G02860	Canonical	5666	99.88	14.2143	0.3652	14.2319	0.0302	8.4883	53.288	SRR5360853	5.9934	47.2945
AT5G02870	Canonical	5673	100	447.1259	0.2342	447.1259	1.2746	304.1503	2153.2802	SRR3664425	4.6654	2148.6148
AT5G02880	Canonical	5673	100	23.0836	0.4603	23.0836	0.097	17.1344	240.9683	SRR1773555	8.6788	232.2895
AT5G02890	Canonical	5624	99.14	20.5209	0.4724	20.6997	0.0177	17.968	158.0449	SRR5755224	4.5298	153.5151
AT5G02900	Other	1478	26.05	0.0633	0.9755	0.243	0.0097	0.4258	6.2008	SRR1773574	9.9393	-3.7385
AT5G02910	Other	5670	99.95	7.8939	0.4754	7.8981	0.0485	3.5139	54.1598	SRR1231507	0.7191	53.4407
AT5G02920	Unobserved	1663	29.31	0.1535	0.9695	0.5238	0.02	1.3562	17.1733	SRR2850575	9.258	7.9153
AT5G02930	Unobserved	1913	33.72	0.1023	0.9651	0.3033	0.006	0.5583	7.0755	SRR3499931	3.8197	3.2559
AT5G02940	Canonical	5663	99.82	43.7427	0.511	43.8199	0.039	53.0893	667.2078	SRR3499931	3.8197	663.3882
AT5G02950	Canonical	5654	99.67	5.1072	0.6258	5.1244	0.0698	5.8297	61.2265	SRR1791608	11.4622	49.7643
AT5G02960	Canonical	5673	100	611.5185	0.3017	611.5185	1.2496	464.6859	6918.396	SRR1231507	0.7191	6917.6769
AT5G02970	Canonical	5670	99.95	18.505	0.3751	18.5148	0.0268	10.3294	90.9307	SRR5235486	11.6028	79.3279
AT5G02980	Unobserved	538	9.48	0.0501	0.9901	0.5281	0.0125	1.2889	17.3039	SRR3581857	6.9376	10.3663
AT5G02990	Unobserved	191	3.37	0.0223	0.9933	0.661	0.0376	1.0005	6.6316	SRR5235487	12.5304	-5.8987
AT5G02995	Unobserved	235	4.14	0.0277	0.9929	0.6689	0.0227	1.1579	8.5618	SRR5235490	12.4296	-3.8678
AT5G03000	Other	1331	23.46	0.2033	0.9793	0.8664	0.0079	2.9892	67.4513	SRR3581857	6.9376	60.5137
AT5G03010	Unobserved	4785	84.35	0.9376	0.8493	1.1116	0.0197	1.5416	29.8391	SRR2828723	2.542	27.2971
AT5G03020	Unobserved	5418	95.51	1.414	0.8095	1.4805	0.0248	2.0383	46.9035	SRR5229953	6.6416	40.262
AT5G03030	Canonical	5672	99.98	25.7188	0.4492	25.7233	0.1172	19.7038	294.3859	SRR3664378	2.3196	292.0663
AT5G03040	Canonical	5673	100	82.7615	0.2688	82.7615	0.6789	38.0972	366.2269	SRR3664374	3.3821	362.8448
AT5G03050	Unobserved	5669	99.93	6.2177	0.4543	6.222	0.0374	3.6688	28.3585	SRR1947773	3.1281	25.2304
AT5G03060	Canonical	5190	91.49	1.2266	0.8614	1.3407	0.021	2.8642	61.0739	SRR2828732	0.2315	60.8424
AT5G03070	Canonical	5672	99.98	8.2882	0.4896	8.2897	0.0528	4.3776	64.0433	SRR5755227	4.6231	59.4202
AT5G03080	Canonical	5673	100	36.1514	0.4625	36.1514	0.6678	22.4472	667.764	SRR2828722	0.852	666.9121
AT5G03090	Unobserved	3113	54.87	3.1317	0.9241	5.7071	0.0136	26.7362	365.2956	ERR1588811	5.9754	359.3201
AT5G03100	Unobserved	5668	99.91	6.0905	0.5202	6.0959	0.036	3.8474	44.9427	SRR5452978	5.5684	39.3744
AT5G03110	Canonical	5670	99.95	7.8798	0.4723	7.884	0.0439	4.3942	49.5015	SRR5031486	8.7549	40.7467
AT5G03120	Other	5265	92.81	18.434	0.6199	19.8625	0.025	22.0926	456.105	SRR3581853	4.4943	451.6107
AT5G03130	Unobserved	4391	77.4	1.0433	0.7811	1.348	0.0109	1.3918	11.777	SRR5346196	6.6916	5.0854
AT5G03140	Canonical	5671	99.96	13.9987	0.4328	14.0036	0.0562	8.5973	87.1404	SRR5469575	5.8751	81.2653
AT5G03150	Canonical	5643	99.47	11.1019	0.6298	11.1609	0.0196	15.4324	227.9053	SRR3480185	6.0162	221.8891
AT5G03160	Canonical	5671	99.96	30.0136	0.4462	30.0241	0.2671	23.6959	313.167	ERR1194864	2.7891	310.3779
AT5G03170	Canonical	5598	98.68	55.2149	0.6913	55.9546	0.0298	442.9442	15296.1973	SRR2131893	4.4654	15291.7319
AT5G03180	Canonical	5669	99.93	9.4979	0.5888	9.5046	0.066	11.5508	190.5085	DRR090541	1.0969	189.4116
AT5G03190	Canonical	5670	99.95	49.4928	0.5642	49.519	0.2695	122.6982	2291.7135	SRR3371323	5.5301	2286.1834
AT5G03200	Canonical	5652	99.63	20.847	0.4593	20.9245	0.0405	15.5187	179.5007	SRR2927339	2.1257	177.375
AT5G03204	Unobserved	2885	50.85	3.2921	0.9028	6.4735	0.0257	20.6492	290.2949	SRR3371286	5.1514	285.1434
AT5G03210	Unobserved	5200	91.66	31.9171	0.7554	34.8203	0.0352	99.7205	1960.443	SRR5469573	6.1379	1954.3051
AT5G03220	Canonical	5672	99.98	13.4558	0.4365	13.4582	0.0431	6.7999	93.4715	ERR1698207	7.4333	86.0382
AT5G03230	Canonical	5671	99.96	40.3618	0.5125	40.376	0.101	41.5176	1045.8433	SRR2828722	0.852	1044.9914
AT5G03240	Other	5673	100	857.0834	0.3393	857.0834	7.4984	1117.5954	14499.8513	SRR1947750	2.3191	14497.5322
AT5G03250	Canonical	5649	99.58	2.6603	0.7617	2.6716	0.0077	3.6947	114.686	SRR3664390	3.4398	111.2462
AT5G03260	Canonical	5458	96.21	18.5713	0.7495	19.3029	0.0108	129.5859	6680.8143	SRR3664390	3.4398	6677.3745
AT5G03270	Other	4787	84.38	0.5575	0.8935	0.6607	0.0071	1.2085	25.4041	SRR1773585	6.5342	18.8699
AT5G03280	Canonical	5673	100	44.6029	0.3768	44.6029	0.1809	28.4333	353.238	SRR2980109	8.6938	344.5442
AT5G03290	Canonical	5673	100	93.3378	0.2685	93.3378	0.7624	49.6472	409.7014	SRR4024922	1.939	407.7623
AT5G03300	Canonical	5673	100	76.3353	0.3222	76.3353	0.0524	45.0886	449.6533	SRR3311808	5.0682	444.5851
AT5G03320	Canonical	5672	99.98	22.1012	0.3951	22.1051	0.422	13.6741	136.4518	SRR3707819	6.5028	129.949
AT5G03330	Canonical	5673	100	11.8125	0.5199	11.8125	0.1062	8.0169	148.6398	SRR3581736	3.7344	144.9054
AT5G03340	Canonical	5668	99.91	27.3872	0.4791	27.4113	0.0902	22.1332	440.3141	SRR3523097	2.3289	437.9852
AT5G03345	Canonical	5672	99.98	32.4925	0.3637	32.4982	0.0697	18.9644	192.0109	SRR3087771	6.8311	185.1798
